airport_ident,airport_name,municipality,state,airport_type,airport_distance,airport_lng,airport_lat
KSEA,Seattle Tacoma International Airport,burien,WA,large_airport,0.0447221730164,-122.30899810791016,47.44900131225586
KSEA,Seattle Tacoma International Airport,seatac,WA,large_airport,0.0262351084767,-122.30899810791016,47.44900131225586
KSFO,San Francisco International Airport,millbrae,CA,large_airport,0.0238119860985,-122.375,37.61899948120117
KSFO,San Francisco International Airport,burlingame,CA,large_airport,0.0360182470953,-122.375,37.61899948120117
KSFO,San Francisco International Airport,burlingame/san mateo,CA,large_airport,0.0360182470953,-122.375,37.61899948120117
KSFO,San Francisco International Airport,hillsborough,NC,large_airport,0.0451129667766,-122.375,37.61899948120117
KSFO,San Francisco International Airport,hillsborough,NJ,large_airport,0.0451129667766,-122.375,37.61899948120117
KSFO,San Francisco International Airport,san francisco international airport,CA,large_airport,0.00970638729843,-122.375,37.61899948120117
KSFO,San Francisco International Airport,hillsborough,CA,large_airport,0.0451129667766,-122.375,37.61899948120117
KSFO,San Francisco International Airport,hillsborough,OR,large_airport,0.0451129667766,-122.375,37.61899948120117
KSFO,San Francisco International Airport,burlingame,K,large_airport,0.0360182470953,-122.375,37.61899948120117
KSJC,Norman Y. Mineta San Jose International Airport,santa clara,CA,large_airport,0.0275143362377,-121.929001,37.362598
KSKA,Fairchild Air Force Base,fairchild afb,WA,large_airport,0.009046375851290001,-117.65599823,47.6151008606
KSKF,Lackland Air Force Base,lackland afb,TX,medium_airport,0.0173772943999,-98.58110046,29.38419914
KSLI,Los Alamitos Army Air Field,la palma,CA,medium_airport,0.056648875465000005,-118.052002,33.79000092
KSLI,Los Alamitos Army Air Field,cypress,TX,medium_airport,0.0368535090445,-118.052002,33.79000092
KSLI,Los Alamitos Army Air Field,los alamitos,CA,medium_airport,0.0288085500785,-118.052002,33.79000092
KSLI,Los Alamitos Army Air Field,cypress,CA,medium_airport,0.0368535090445,-118.052002,33.79000092
KSLK,Adirondack Regional Airport,franklin,NY,medium_airport,0.21253994402600002,-74.2061996459961,44.38529968261719
KSMX,Santa Maria Pub/Capt G Allan Hancock Field,betteravia,CA,medium_airport,0.0608825798365,-120.4570007,34.89889908
KSMX,Santa Maria Pub/Capt G Allan Hancock Field,orcutt,CA,medium_airport,0.0394563039799,-120.4570007,34.89889908
KSNS,Salinas Municipal Airport,chualar,CA,medium_airport,0.130779033945,-121.60600280762,36.662799835205
KSNY,Sidney Municipal-Lloyd W Carr Field,sidney,NE,medium_airport,0.043225076155699996,-102.9850006,41.10129929
KSOA,Sonora Municipal Airport,sonora,CA,medium_airport,0.019934744972599998,-100.6490020752,30.585699081421
KSOA,Sonora Municipal Airport,sonora,TX,medium_airport,0.019934744972599998,-100.6490020752,30.585699081421
KSPS,Sheppard Air Force Base-Wichita Falls Municipal Airport,dean,TX,large_airport,0.150718481412,-98.491898,33.9888
KSSI,Malcolm McKinnon Airport,st. simons island,GA,medium_airport,0.0729776409458,-81.39129639,31.15180016
KSTL,St Louis Lambert International Airport,overland,MO,large_airport,0.0481484150868,-90.370003,38.748697
KSTL,St Louis Lambert International Airport,st. ann,MO,large_airport,0.0251472916923,-90.370003,38.748697
KSTL,St Louis Lambert International Airport,florissant,MO,large_airport,0.062350523021099995,-90.370003,38.748697
KSTL,St Louis Lambert International Airport,hazelwood,MO,large_airport,0.0227622622243,-90.370003,38.748697
KSTL,St Louis Lambert International Airport,south st. louis,MO,large_airport,0.0031489035075700006,-90.370003,38.748697
KSTP,St Paul Downtown Holman Field,minneapolis/st. paul,MN,medium_airport,0.0126278179751,-93.05999755859375,44.93450164794922
KSTP,St Paul Downtown Holman Field,maplewood,MN,medium_airport,0.06734721937509999,-93.05999755859375,44.93450164794922
KSTP,St Paul Downtown Holman Field,maplewood,NJ,medium_airport,0.06734721937509999,-93.05999755859375,44.93450164794922
KSTS,Charles M. Schulz Sonoma County Airport,sebastopol,CA,medium_airport,0.107415109094,-122.8130035,38.50899887
KSTS,Charles M. Schulz Sonoma County Airport,sonoma county,CA,medium_airport,0.0343983310196,-122.8130035,38.50899887
KSTS,Charles M. Schulz Sonoma County Airport,windsor,CO,medium_airport,0.043584341301100005,-122.8130035,38.50899887
KSTS,Charles M. Schulz Sonoma County Airport,monte rio,CA,medium_airport,0.21099557401900002,-122.8130035,38.50899887
KSTS,Charles M. Schulz Sonoma County Airport,santa nella,CA,medium_airport,0.154118213071,-122.8130035,38.50899887
KSTS,Charles M. Schulz Sonoma County Airport,graton,CA,medium_airport,0.08792083141339999,-122.8130035,38.50899887
KSTS,Charles M. Schulz Sonoma County Airport,bodega bay,CA,medium_airport,0.293492521505,-122.8130035,38.50899887
KSUN,Friedman Memorial Airport,hailey,ID,medium_airport,0.0246073381369,-114.2959976,43.50439835
KSUN,Friedman Memorial Airport,bellevue,ID,medium_airport,0.0540758088417,-114.2959976,43.50439835
KSUS,Spirit of St Louis Airport,wildwood,IL,large_airport,0.08553928794230001,-90.652000427246,38.662101745605
KSUU,Travis Air Force Base,travis afb,CA,large_airport,0.0008528793972599999,-121.92700195312,38.262699127197
KSUU,Travis Air Force Base,solano county,CA,large_airport,0.042171337324000004,-121.92700195312,38.262699127197
KSUX,Sioux Gateway Col. Bud Day Field,homer,AK,large_airport,0.13263690732,-96.38439941,42.40259933
KSUX,Sioux Gateway Col. Bud Day Field,dakota city,NE,large_airport,0.036435114435099995,-96.38439941,42.40259933
KSUX,Sioux Gateway Col. Bud Day Field,winnebago,NE,large_airport,0.188628242969,-96.38439941,42.40259933
KSUZ,Saline County Regional Airport,bauxite,AR,medium_airport,0.0545396605784,-92.47940063,34.59059906
KSUZ,Saline County Regional Airport,bryant,AR,medium_airport,0.0110196253052,-92.47940063,34.59059906
KSWF,Stewart International Airport,orange lake,FL,medium_airport,0.0379099572695,-74.10479736328125,41.50410079956055
KSWF,Stewart International Airport,new gulf,TX,medium_airport,0.024786964235299996,-74.10479736328125,41.50410079956055
KSYR,Syracuse Hancock International Airport,north syracuse,NY,large_airport,0.033386210436400006,-76.1063003540039,43.11119842529297
KSZL,Whiteman Air Force Base,whiteman afb,MO,large_airport,0.013544026677600001,-93.547897338867,38.73030090332
KTBN,Waynesville-St. Robert Regional Forney field,ft. leonard wood,MO,medium_airport,0.0495644503425,-92.14070129,37.74160004
KTBN,Waynesville-St. Robert Regional Forney field,fort leonard wood,MO,medium_airport,0.0495644503425,-92.14070129,37.74160004
KTCC,Tucumcari Municipal Airport,tucumcari,NM,medium_airport,0.136076141852,-103.602996826,35.182800293
KTCL,Tuscaloosa Regional Airport,country club hills,IL,medium_airport,0.028851536473500004,-87.611396789551,33.220600128174
KTCL,Tuscaloosa Regional Airport,northport,WA,medium_airport,0.0660852216481,-87.611396789551,33.220600128174
KTCL,Tuscaloosa Regional Airport,gardendale,LA,medium_airport,0.046334649587199996,-87.611396789551,33.220600128174
KTCL,Tuscaloosa Regional Airport,northport,AL,medium_airport,0.035354700271199996,-87.611396789551,33.220600128174
KTCL,Tuscaloosa Regional Airport,gardendale,AL,medium_airport,0.046334649587199996,-87.611396789551,33.220600128174
KTCL,Tuscaloosa Regional Airport,northport,MI,medium_airport,0.057239810908000004,-87.611396789551,33.220600128174
KTEB,Teterboro Airport,teterboro,NJ,medium_airport,0.00983413724224,-74.060798645,40.85010147089999
KTEB,Teterboro Airport,teterboro airport,NJ,medium_airport,0.0028006735408099997,-74.060798645,40.85010147089999
KTEB,Teterboro Airport,wood-ridge,NJ,medium_airport,0.0274828570781,-74.060798645,40.85010147089999
KTIK,Tinker Air Force Base,tinker afb,OK,large_airport,0.00513006346988,-97.386596679688,35.414699554443
KTIW,Tacoma Narrows Airport,bayview,WA,medium_airport,0.0300304003246,-122.5780029,47.26789856
KTIW,Tacoma Narrows Airport,university place,WA,medium_airport,0.0641676664182,-122.5780029,47.26789856
KTIX,Space Coast Regional Airport,port st john,FL,medium_airport,0.0408465520502,-80.799201965332,28.514799118042
KTOI,Troy Municipal Airport at N Kenneth Campbell Field,troy,AL,medium_airport,0.0666513564261,-86.012101,31.860399
KTPH,Tonopah Airport,tonopah,NV,medium_airport,0.144168568914,-117.086998,38.06019974
KTPH,Tonopah Airport,tonopah,AZ,medium_airport,0.144168568914,-117.086998,38.06019974
KTRK,Truckee Tahoe Airport,tahoe city,CA,medium_airport,0.151102557666,-120.13999939,39.319999694799996
KTRM,Jacqueline Cochran Regional Airport,coachella valley,CA,medium_airport,0.06024127370019999,-116.16000366211,33.62670135498
KTTD,Portland Troutdale Airport,troutdale,OR,medium_airport,0.0201734566369,-122.40100097656,45.54940032959
KTTN,Trenton Mercer Airport,yardley,PA,medium_airport,0.04493638884380001,-74.8134994506836,40.27669906616211
KTTN,Trenton Mercer Airport,west trenton,NJ,medium_airport,0.013649614912399998,-74.8134994506836,40.27669906616211
KTTS,Nasa Shuttle Landing Facility Airport,kennedy space center,FL,medium_airport,0.0948559595157,-80.69450378417969,28.614999771118164
KTVC,Cherry Capital Airport,acme,MI,medium_airport,0.08632294456319999,-85.58219909667969,44.74140167236328
KTVL,Lake Tahoe Airport,lake aloha,CA,medium_airport,0.14599050325,-119.99500274658203,38.89390182495117
KTVL,Lake Tahoe Airport,echo summit,CA,medium_airport,0.0883385477589,-119.99500274658203,38.89390182495117
KTXK,Texarkana Regional Webb Field,mt. pleasant/texarkana,TX,medium_airport,0.077241928481,-93.99099731445312,33.45370101928711
KTYS,McGhee Tyson Airport,knoxville/alcoa,TN,large_airport,0.0128673173916,-83.9940033,35.81100082
KUKI,Ukiah Municipal Airport,hopland,CA,medium_airport,0.17487363128,-123.20099639893,39.125999450684
KUKI,Ukiah Municipal Airport,redwood valley,CA,medium_airport,0.139488199976,-123.20099639893,39.125999450684
KVAD,Moody Air Force Base,north georgia,GA,medium_airport,0.006148459759760001,-83.1930007935,30.9678001404
KVBG,Vandenberg Air Force Base,vandenburg afb,CA,large_airport,0.0686054406162,-120.583999634,34.7373008728
KVBG,Vandenberg Air Force Base,vandenberg afb,CA,large_airport,0.0686054406162,-120.583999634,34.7373008728
KVLD,Valdosta Regional Airport,valdosta,GA,medium_airport,0.05023451137019999,-83.27670288085938,30.782499313354492
KVPS,Destin-Ft Walton Beach Airport,eglin air force base,FL,large_airport,0.0305866590869,-86.525398,30.4832
KVPS,Destin-Ft Walton Beach Airport,eglin afb,FL,large_airport,0.0305866590869,-86.525398,30.4832
KVTN,Miller Field,valentine,TX,medium_airport,0.0152753605382,-100.5479965,42.85779953
KVTN,Miller Field,crookston,MN,medium_airport,0.216198012144,-100.5479965,42.85779953
KVTN,Miller Field,valentine,NE,medium_airport,0.0152753605382,-100.5479965,42.85779953
KWF,Waterfall Seaplane Base,white mountain,AK,seaplane_base,0.255776473059,-133.242996216,55.296298980699994
KWMC,Winnemucca Municipal Airport,winnemucca,NV,medium_airport,0.10380252915100001,-117.805999756,40.8965988159
KWRB,Robins Air Force Base,warner robins,GA,large_airport,0.0537277554009,-83.5919036865,32.6400985718
KWRI,Mc Guire Air Force Base,cookstown,NJ,medium_airport,0.044447010685599996,-74.59169769,40.0155983
KWRI,Mc Guire Air Force Base,ft. dix,NJ,medium_airport,0.031956613341,-74.59169769,40.0155983
KWRI,Mc Guire Air Force Base,mcguire afb,NJ,medium_airport,0.00125968807492,-74.59169769,40.0155983
KWRL,Worland Municipal Airport,worland,WY,medium_airport,0.0513596069613,-107.95099639892578,43.9656982421875
KWWD,Cape May County Airport,cape may,NJ,medium_airport,0.07342248498960001,-74.9083023071,39.008499145500004
KWWD,Cape May County Airport,n. cape may,NJ,medium_airport,0.0562522367738,-74.9083023071,39.008499145500004
KWWR,West Woodward Airport,woodward,OK,medium_airport,0.132352067282,-99.5226667,36.438
KWYS,Yellowstone Airport,old faithful,WY,medium_airport,0.368720477507,-111.1179962,44.68840027
KWYS,Yellowstone Airport,west yellowstone,MT,medium_airport,0.027324873488099997,-111.1179962,44.68840027
KXMR,Cape Canaveral AFS Skid Strip,cape kennedy,FL,medium_airport,0.04337515193659999,-80.56659698490002,28.4675998688
KXTA,Homey (Area 51) Airport,area 51,NV,medium_airport,0.0016799725081700003,-115.81099700927734,37.23500061035156
KYKN,Chan Gurney Municipal Airport,yankton,SD,medium_airport,0.046671132273199994,-97.385902404785,42.916698455811
KZZV,Zanesville Municipal Airport,merriam,IN,medium_airport,0.14121127370300002,-81.89209747310001,39.9444007874
L11,Pebbly Beach Seaplane Base,avalon,CA,seaplane_base,0.0157329970139,-118.311996,33.338402
L11,Pebbly Beach Seaplane Base,avalon,NJ,seaplane_base,0.0157329970139,-118.311996,33.338402
M00,Augusta Seaplane Base,west gardiner,ME,seaplane_base,0.03766665478,-69.78170013427734,44.267601013183594
M00,Augusta Seaplane Base,gardiner,ME,seaplane_base,0.03766665478,-69.78170013427734,44.267601013183594
M00,Augusta Seaplane Base,gardiner,MT,seaplane_base,0.03766665478,-69.78170013427734,44.267601013183594
M00,Augusta Seaplane Base,hallowell,ME,seaplane_base,0.0207792570321,-69.78170013427734,44.267601013183594
M00,Augusta Seaplane Base,farmingdale,ME,seaplane_base,0.025267200189900002,-69.78170013427734,44.267601013183594
M06,Havre De Grace Seaplane Base,perryville,MD,seaplane_base,0.0186846002026,-76.0697021484375,39.541500091552734
M06,Havre De Grace Seaplane Base,bainbridge/ port deposit,MD,seaplane_base,0.0756285006567,-76.0697021484375,39.541500091552734
M14,Mal's Serpent Lake Seaplane Base,deerwood,MN,seaplane_base,0.019739491328900002,-93.9186019897461,46.474098205566406
M35,Lindey's Landing West Seaplane Base,seeley lake,MT,seaplane_base,0.00677052263974,-113.4800033569336,47.174400329589844
M57,Rangeley Lake Seaplane Base,rangeley,MA,seaplane_base,0.0237971938868,-70.66310119628906,44.95330047607422
M57,Rangeley Lake Seaplane Base,rangeley,ME,seaplane_base,0.0237971938868,-70.66310119628906,44.95330047607422
MA12,Marston Mills Seaplane Base,marstons mills,MA,seaplane_base,0.012846506199299999,-70.4175033569336,41.66899871826172
MA25,Long Pond Seaplane Base,wellfleet,MA,seaplane_base,0.207442645524,-70.06109619140625,41.73210144042969
MA25,Long Pond Seaplane Base,south dennis,MA,seaplane_base,0.10437655984500001,-70.06109619140625,41.73210144042969
MA25,Long Pond Seaplane Base,brewster,MA,seaplane_base,0.035430522021499995,-70.06109619140625,41.73210144042969
MA25,Long Pond Seaplane Base,dennisport,MA,seaplane_base,0.10025400647800001,-70.06109619140625,41.73210144042969
MA25,Long Pond Seaplane Base,east dennis,MA,seaplane_base,0.101413468917,-70.06109619140625,41.73210144042969
MA25,Long Pond Seaplane Base,harwich,MA,seaplane_base,0.048193203104800006,-70.06109619140625,41.73210144042969
MA26,Balloon Port At Dingley Dell Balloonport,holland,TX,balloonport,0.113861921086,-72.2562026977539,42.120399475097656
MA26,Balloon Port At Dingley Dell Balloonport,brimfield,MA,balloonport,0.05534625828840001,-72.2562026977539,42.120399475097656
MA26,Balloon Port At Dingley Dell Balloonport,monson,MA,balloonport,0.0648086846104,-72.2562026977539,42.120399475097656
MA26,Balloon Port At Dingley Dell Balloonport,holland,PA,balloonport,0.113861921086,-72.2562026977539,42.120399475097656
MA6,Monponsett Pond Seaplane Base,halifax,MA,seaplane_base,0.0264964431138,-70.84310150146484,42.00979995727539
MA78,Russell Mill Pond Seaplane Base,manomet,MA,seaplane_base,0.061662478160800005,-70.62779998779297,41.91790008544922
MD81,South River Seaplane Base,shadyside,MD,seaplane_base,0.0679136752586,-76.50469970703125,38.91469955444336
ME07,Acadian Seaplane Base,bar harbor,ME,seaplane_base,0.013931944053,-68.219583,44.39805
ME09,Panther Pond Seaplane Base,raymond,ME,seaplane_base,0.033138549098499996,-70.4531021118164,43.93009948730469
ME50,Cross Lake Seaplane Base,cross lake,ME,seaplane_base,0.0255142381848,-68.33450317382812,47.1338996887207
ME57,Bauneg Beg Seaplane Base,ogunquit,ME,seaplane_base,0.174993954958,-70.73529816,43.35900116
ME80,Dry Pond Seaplane Base,gray,ME,seaplane_base,0.053866111486400005,-70.35639953613281,43.93389892578125
ME90,Little Ossipee Lake Seaplane Base,waterboro,ME,seaplane_base,0.0796758402265,-70.69640350341797,43.61309814453125
ME90,Little Ossipee Lake Seaplane Base,n. waterboro,ME,seaplane_base,0.0396037439644,-70.69640350341797,43.61309814453125
ME90,Little Ossipee Lake Seaplane Base,lyman,ME,seaplane_base,0.123739969557,-70.69640350341797,43.61309814453125
MN09,Crystal Lake Seaplane Base,apple valley,MN,seaplane_base,0.050128700314600004,-93.26689910888672,44.722198486328125
MN09,Crystal Lake Seaplane Base,apple valley,CA,seaplane_base,0.050128700314600004,-93.26689910888672,44.722198486328125
MN21,Rileys Landing Seaplane Base,chaska,MN,seaplane_base,0.08142374653739999,-93.53359985351562,44.83330154418945
MN21,Rileys Landing Seaplane Base,shakopee,MN,seaplane_base,0.035913687493199994,-93.53359985351562,44.83330154418945
MN21,Rileys Landing Seaplane Base,chanhassen,MN,seaplane_base,0.0286836209043,-93.53359985351562,44.83330154418945
MN30,Busch's Fish Lake Seaplane Base,osseo,MI,seaplane_base,0.0676605930884,-93.46520233154297,45.09410095214844
MN54,Gunflint Seaplane Base,boundary waters canoe area,MN,seaplane_base,0.400544787735,-90.7083969116211,48.09159851074219
MY21,Kollar's Shoreview Marine Seaplane Base,shoreview,MN,seaplane_base,0.0390295738196,-93.12519836425781,45.03329849243164
MY21,Kollar's Shoreview Marine Seaplane Base,roseville,MI,seaplane_base,0.0415663423935,-93.12519836425781,45.03329849243164
MY33,Rosacker's Nr 1 Seaplane Base,arden hills,MN,seaplane_base,0.037712259232,-93.20439910888672,45.076900482177734
MY33,Rosacker's Nr 1 Seaplane Base,new brighton,MN,seaplane_base,0.0141031484421,-93.20439910888672,45.076900482177734
MY33,Rosacker's Nr 1 Seaplane Base,fridley,MN,seaplane_base,0.0550772329541,-93.20439910888672,45.076900482177734
MY33,Rosacker's Nr 1 Seaplane Base,columbia heights,MN,seaplane_base,0.0565418359038,-93.20439910888672,45.076900482177734
MY33,Rosacker's Nr 1 Seaplane Base,new brighton,PA,seaplane_base,0.0141031484421,-93.20439910888672,45.076900482177734
MY34,Jorgensen's Landing Seaplane Base,prior lake,MN,seaplane_base,0.0374538475055,-93.39579772949219,44.73939895629883
MY48,Lake Fremont Seaplane Base,zimmerman,MN,seaplane_base,0.0270786967728,-93.57830047607422,45.45750045776367
MY93,North Air Seaplane Base,dent,MN,seaplane_base,0.05850402315230001,-95.704444,46.610833
NH64,Pow-Wow Seaplane Base,south kingston,NH,seaplane_base,0.057058594767500005,-71.03410339355469,42.91120147705078
NH68,Merrymeeting Lake Seaplane Base,new durham,NH,seaplane_base,0.0431163211594,-71.17019653320312,43.47999954223633
NK0,Maus Marineland Seaplane Base,fair haven,NY,seaplane_base,0.05912290166119999,-76.31079864501953,42.810298919677734
NK13,Snyder's Lake Seaplane Base,west sand lake,NY,seaplane_base,0.0333294779844,-73.63849639892578,42.65840148925781
NK15,Seventh Lake Seaplane Base,raquette lake,NY,seaplane_base,0.125965712166,-74.76190185546875,43.742801666259766
NK30,Private Sealanes-Jamaica Bay Seaplane Base,arcadia,NY,seaplane_base,0.07443274555,-73.90229797363281,40.60530090332031
NK30,Private Sealanes-Jamaica Bay Seaplane Base,ocean parkway,NY,seaplane_base,0.06386303868359999,-73.90229797363281,40.60530090332031
NK30,Private Sealanes-Jamaica Bay Seaplane Base,brooklyn,NY,seaplane_base,0.0661863968007,-73.90229797363281,40.60530090332031
NK30,Private Sealanes-Jamaica Bay Seaplane Base,new york city/brooklyn,NY,seaplane_base,0.0495713208901,-73.90229797363281,40.60530090332031
NK30,Private Sealanes-Jamaica Bay Seaplane Base,st. petersburg beach,FL,seaplane_base,0.070006182776,-73.90229797363281,40.60530090332031
NY9,Long Lake /Helms Seaplane Base,long lake,NY,seaplane_base,0.00214721610755,-74.42040252685547,43.975101470947266
NY9,Long Lake /Helms Seaplane Base,tupper lake,NY,seaplane_base,0.252783596211,-74.42040252685547,43.975101470947266
O06,Lake Oroville Landing Area Seaplane Base,berry creek,CA,seaplane_base,0.103043866215,-121.46800231933594,39.56660079956055
OI76,Bieber's Seaplane Base,boardman,OH,seaplane_base,0.04832064450569999,-80.69110107421875,40.98440170288086
OI76,Bieber's Seaplane Base,boardman/canfield,OH,seaplane_base,0.0410198025681,-80.69110107421875,40.98440170288086
PABA,Barter Island LRRS Airport,kaktovik,AK,medium_airport,0.032324519947599994,-143.582000732,70.1340026855
PABI,Allen Army Airfield,fort greely,AK,medium_airport,0.192008272601,-145.722000122,63.9944992065
PABV,Birchwood Airport,chugiak,AK,medium_airport,0.036275156948699996,-149.5070038,61.41650009
PACD,Cold Bay Airport,cold bay,AK,medium_airport,0.00892174867543,-162.72500610351562,55.20610046386719
PADK,Adak Airport,adak,AK,medium_airport,0.0113952924392,-176.64599609375,51.87799835205078
PADM,Marshall Don Hunter Sr Airport,marshall,IL,medium_airport,0.056734317979,-162.026000977,61.8642997742
PADM,Marshall Don Hunter Sr Airport,marshall,MN,medium_airport,0.056734317979,-162.026000977,61.8642997742
PADM,Marshall Don Hunter Sr Airport,marshall,TX,medium_airport,0.056734317979,-162.026000977,61.8642997742
PADM,Marshall Don Hunter Sr Airport,marshall,MO,medium_airport,0.056734317979,-162.026000977,61.8642997742
PADM,Marshall Don Hunter Sr Airport,marshall,NC,medium_airport,0.056734317979,-162.026000977,61.8642997742
PAEN,Kenai Municipal Airport,kenai,AK,medium_airport,0.022934198807299997,-151.2449951171875,60.57310104370117
PAGS,Gustavus Airport,gustavus,AK,medium_airport,0.0330079499893,-135.7070007,58.4253006
PAIL,Iliamna Airport,newhalen,AK,medium_airport,0.0370533436496,-154.9109955,59.75439835
PAIL,Iliamna Airport,iliamna,AK,medium_airport,0.0525129872339,-154.9109955,59.75439835
PAJN,Juneau International Airport,auke bay,AK,medium_airport,0.08342232157769999,-134.5760040283203,58.35499954223633
PAMM,Metlakatla Seaplane Base,metlakatla,AK,seaplane_base,0.012090649155299999,-131.5780029296875,55.13100051879883
PANN,Nenana Municipal Airport,nenana,AK,medium_airport,0.025588124627,-149.07400512695312,64.54730224609375
PAOT,Ralph Wien Memorial Airport,kotzebue,AK,medium_airport,0.013565248910299999,-162.598999,66.88469696
PAPB,St George Airport,st. george island,AK,medium_airport,0.0784016734479,-169.662002563,56.578300476100004
PFYU,Fort Yukon Airport,ft. yukon,AK,medium_airport,0.0248325296227,-145.25,66.57150268554688
PHBK,Barking Sands Airport,kekaha highway,HI,medium_airport,0.09044594731339999,-159.785003662,22.022800445599998
PHBK,Barking Sands Airport,kekaha,HI,medium_airport,0.09044594731339999,-159.785003662,22.022800445599998
PHDH,Dillingham Airfield,waialua,HI,medium_airport,0.0722868626482,-158.197006226,21.5795001984
PHDH,Dillingham Airfield,waianae,HI,medium_airport,0.13432690901,-158.197006226,21.5795001984
PHDH,Dillingham Airfield,haleiwa,HI,medium_airport,0.09360422658919999,-158.197006226,21.5795001984
PHHI,Wheeler Army Airfield,oahu,HI,medium_airport,0.00358940922655,-158.0399933,21.48349953
PHHI,Wheeler Army Airfield,mililani,HI,medium_airport,0.044635391169,-158.0399933,21.48349953
PHHI,Wheeler Army Airfield,wahiawa,HI,medium_airport,0.0289332522255,-158.0399933,21.48349953
PHHI,Wheeler Army Airfield,schofield barracks,HI,medium_airport,0.0270573903535,-158.0399933,21.48349953
PHJH,Kapalua Airport,napili bay,HI,medium_airport,0.0360541519487,-156.67300415039062,20.962900161743164
PHJR,Kalaeloa Airport,ewa beach,HI,medium_airport,0.0617522569142,-158.070009,21.3074
PHJR,Kalaeloa Airport,nanakuli,HI,medium_airport,0.113963937224,-158.070009,21.3074
PHJR,Kalaeloa Airport,kapolei,HI,medium_airport,0.027503145671900004,-158.070009,21.3074
PHNG,Kaneohe Bay MCAS (Marion E. Carl Field) Airport,kaneohe,HI,medium_airport,0.0530354368503,-157.768005371,21.4505004883
PHNL,Daniel K Inouye International Airport,hickam afb,HI,large_airport,0.00592321468325,-157.924228,21.32062
PHOG,Kahului Airport,haleakala,HI,medium_airport,0.023564515089400002,-156.429993,20.8986
PHOG,Kahului Airport,haiku,HI,medium_airport,0.109324929586,-156.429993,20.8986
PHOG,Kahului Airport,maluhia,HI,medium_airport,0.122430816218,-156.429993,20.8986
PHOG,Kahului Airport,paia,HI,medium_airport,0.05759295785080001,-156.429993,20.8986
PHOG,Kahului Airport,kihei,HI,medium_airport,0.142106287123,-156.429993,20.8986
PHOG,Kahului Airport,makawao,HI,medium_airport,0.12354305905200001,-156.429993,20.8986
PHOG,Kahului Airport,kahului,HI,medium_airport,0.0436961112166,-156.429993,20.8986
PHOG,Kahului Airport,maui,HI,medium_airport,0.152913120422,-156.429993,20.8986
PHOG,Kahului Airport,huelo,HI,medium_airport,0.202726791959,-156.429993,20.8986
PHUP,Upolu Airport,hawi,HI,medium_airport,0.037770371901500004,-155.86000061035156,20.265300750732422
PN19,Hunts Cove Seaplane Base,perry township,OH,seaplane_base,0.105700101808,-79.68730163574219,41.14590072631836
PN19,Hunts Cove Seaplane Base,emlenton,PA,seaplane_base,0.0413057429466,-79.68730163574219,41.14590072631836
PN19,Hunts Cove Seaplane Base,cherry valley,CA,seaplane_base,0.112189912916,-79.68730163574219,41.14590072631836
PN19,Hunts Cove Seaplane Base,bruin,KY,seaplane_base,0.099131581777,-79.68730163574219,41.14590072631836
RI06,Tiverton Seaplane Base,tiverton,RI,seaplane_base,0.0301850932009,-71.15390014648438,41.64820098876953
RI16,Keskinen Balloonport,west greenwich,RI,balloonport,0.09648561472210002,-71.63729858398438,41.71480178833008
RI16,Keskinen Balloonport,coventry,RI,balloonport,0.047859959237599996,-71.63729858398438,41.71480178833008
RI16,Keskinen Balloonport,scituate,RI,balloonport,0.07505588638730001,-71.63729858398438,41.71480178833008
RI28,Plouffe Landing Seaplane Base,greenville,RI,seaplane_base,0.0385125164976,-71.59030151,41.87530136
RI28,Plouffe Landing Seaplane Base,greenville,NC,seaplane_base,0.0385125164976,-71.59030151,41.87530136
RI28,Plouffe Landing Seaplane Base,johnston,RI,seaplane_base,0.066098404791,-71.59030151,41.87530136
S60,Kenmore Air Harbor Inc Seaplane Base,brier,WA,seaplane_base,0.0334439148731,-122.259002686,47.7547988892
S60,Kenmore Air Harbor Inc Seaplane Base,kenmore,WA,seaplane_base,0.0151984780455,-122.259002686,47.7547988892
S60,Kenmore Air Harbor Inc Seaplane Base,lake forest park,WA,seaplane_base,0.022047713046,-122.259002686,47.7547988892
T44,Trident Basin Seaplane Base,kodiak,AK,seaplane_base,0.018643829516,-152.39100646972656,57.780799865722656
TWH,Two Harbors Amphibious Terminal,eagle rock,CA,seaplane_base,0.104738248938,-118.508611111,33.432222222200004
US-0324,Toledo Seaplane Base,rossford,OH,seaplane_base,0.0165834513778,-83.5534,41.622202
US-0325,Steam Boat Bay Seaplane Base,pillager,MN,seaplane_base,0.123688712935,-94.370505,46.397432
US-0326,Lake Keystone Seaplane Base,odessa,FL,seaplane_base,0.06189459194540001,-82.593975,28.1359444
US-0359,Northwoods Romeo Seaplane Base,cumberland,WI,seaplane_base,0.006093670657340001,-92.024214,45.538057
US-0361,Mathieu Landing Seaplane Base,cotton,MN,seaplane_base,0.225004707833,-92.4881528,47.3940723
US-0362,Ambersand Beach Seaplane Base,sebastian inlet,FL,seaplane_base,0.0380679793856,-80.4312989,27.8260058
US-0362,Ambersand Beach Seaplane Base,orchid island,FL,seaplane_base,0.0312708694158,-80.4312989,27.8260058
US-0364,Rising Sun Seaplane Base,rising sun,IN,seaplane_base,0.0035226734634299997,-84.8509667,38.9474639
US-0522,Wayzata Bay Landing Seaplane Base,minnetonka,MN,seaplane_base,0.041448383032400005,-93.503889,44.9538889
